age	weight	height	attr	sex	horm	mearche	hetero	steady	looking	number_sex1	number_sex2	number_sex3	SOI1	SOI2	SOI3	SOI4	SOI5	SOI6	scan1	scan2	scan3	scan4	scan5	scan6	scan7	scan8	scan9	scan10
20	65	175	7	2	1	13	1	2	1	3	2	3	5	3	1	2	3	1	6	5	3	3	6	6	2	3	4	7
54	100	174	6	1	NA	NA	1	1	NA	2	3	2	3	1	3	2	1	2	3	3	4	6	5	4	4	5	4	6
22	66	170	6	2	1	14	1	1	NA	3	1	1	1	1	5	2	1	1	3	4	3	6	3	3	7	5	3	5
37	65	165	6	2	2	13	1	2	1	1	3	3	4	3	2	3	3	2	6	4	3	3	5	3	4	6	4	5
21	47	165	7	2	1	21	1	1	NA	2	4	5	5	5	1	2	2	1	8	1	1	1	8	1	8	8	1	8
24	72	173	5	1	NA	NA	1	2	3	1	2	2	4	2	4	4	2	2	2	4	4	5	5	6	3	6	3	5
20	60	173	7	2	1	15	1	1	NA	2	1	1	5	4	1	2	2	2	5	4	4	4	5	5	4	5	4	4
28	54	169	9	2	1	14	1	1	NA	2	1	1	3	1	5	1	1	1	7	4	4	4	5	5	4	5	4	6
24	70	194	5	1	NA	NA	4	1	NA	2	2	1	5	5	2	4	2	2	5	1	4	4	5	4	5	6	4	4
21	49	158	7	2	2	14	1	1	NA	2	4	4	4	4	1	4	3	2	6	3	2	5	6	5	6	7	3	3
20	60	185	6	1	NA	NA	1	2	3	1	1	1	4	2	2	3	2	2	1	1	8	5	5	4	1	5	4	4
23	78	187	7	1	NA	NA	1	2	2	3	5	5	4	3	1	4	4	4	3	6	2	3	6	3	1	5	7	2
20	55	168	7	2	1	13	1	1	NA	2	1	1	4	1	4	2	1	2	7	2	4	2	5	7	3	5	4	3
18	60	161	7	2	2	14	1	2	1	1	1	1	4	4	3	3	4	2	6	5	2	2	2	5	5	2	4	2
51	95	184	5	1	NA	NA	1	2	2	2	5	5	5	5	1	5	4	4	1	2	6	4	6	4	2	5	4	5
40	58	176	7	2	1	12	1	2	1	2	4	2	5	2	2	2	2	2	1	1	1	1	1	1	1	1	1	2
20	63	170	6	2	1	14	2	1	NA	2	1	1	3	1	4	2	1	1	3	2	4	7	5	6	8	5	1	5
18	64	170	8	2	1	12	1	2	1	1	2	1	4	2	3	2	2	1	3	3	3	3	5	6	4	6	3	5
20	51	162	6	2	1	13	1	1	NA	3	1	1	3	4	4	1	1	1	2	5	3	2	2	3	2	6	3	6
20	65	175	4	1	NA	NA	1	2	2	2	3	4	5	5	1	5	4	4	3	2	7	7	7	6	3	6	7	4
20	55	1.7	7	2	1	16	1	1	NA	3	2	2	4	2	2	1	1	3	1	8	8	8	1	1	1	1	8	1
21	53	163	4	2	2	11	1	2	3	1	1	1	3	2	4	1	1	1	5	3	4	3	5	6	6	5	3	2
24	62	180	6	1	NA	NA	1	2	1	3	4	4	4	4	1	4	4	4	6	3	4	3	5	5	6	6	7	3
50	63	172	6	2	1	16	1	1	NA	2	1	2	1	1	2	2	2	2	2	2	2	7	4	3	7	5	4	2
23	64	166	6	2	1	11	1	1	NA	2	1	1	5	1	4	2	1	2	8	2	4	4	3	7	7	6	3	5
18	65	168	7	2	1	14	1	1	NA	2	1	1	1	1	2	1	1	1	4	4	5	4	5	4	4	4	3	5
21	65	163	6	2	1	14	1	2	3	1	1	1	4	3	3	3	3	3	6	5	2	3	5	7	3	6	3	6
21	58	170	5	2	1	10	1	1	NA	4	3	5	5	5	1	3	2	1	3	1	2	2	7	3	2	7	1	7
24	60	178	8	2	2	14	3	2	3	3	4	4	5	5	2	4	4	4	8	1	4	5	4	6	7	6	4	2
22	60	159	6	2	2	20	1	2	1	1	1	1	2	1	4	2	2	2	1	1	1	1	2	3	6	6	2	7
19	100	190	5	1	NA	NA	1	2	3	1	1	1	5	4	3	3	2	3	6	2	2	3	5	5	7	6	7	4
26	68	163	7	2	1	12	1	2	1	1	1	1	1	2	2	4	3	2	5	3	3	2	2	4	2	6	3	6
33	88	181	6	1	NA	NA	3	1	NA	2	3	2	2	3	2	3	2	1	7	2	3	2	1	6	8	6	8	2
19	70	182	3	1	NA	NA	2	2	1	1	1	1	3	2	4	2	3	3	4	2	1	3	6	6	6	8	6	7
18	54	162	7	1	NA	NA	3	2	1	1	1	1	3	4	2	4	2	3	6	3	2	2	1	5	5	5	6	2
18	65	174	6	2	1	13	1	1	NA	2	1	1	5	2	2	2	2	2	2	4	4	2	3	3	3	6	3	6
27	70	169	8	2	2	12	2	1	NA	2	3	2	5	5	1	3	3	2	7	6	3	2	5	6	5	7	2	5
22	58	163	8	2	NA	13	1	2	1	5	4	4	5	5	1	3	3	2	7	2	2	2	2	7	2	7	2	7
20	68	159	7	2	2	12	2	2	1	1	1	1	5	5	2	4	3	2	6	4	3	4	5	6	6	8	4	3
18	55	168	7	2	NA	13	1	2	3	1	1	1	4	3	3	3	1	2	3	7	3	3	7	7	2	5	1	6
31	65	175	8	2	1	13	4	2	1	4	5	5	5	5	1	3	3	3	6	4	4	2	3	5	3	6	3	4
20	49	165	6	2	1	16	1	1	NA	2	1	1	2	3	4	2	1	1	2	3	3	6	2	4	2	5	4	5
22	53	158	7	2	1	14	1	2	1	2	3	1	4	1	3	3	1	1	6	4	3	3	4	4	5	5	3	6
18	45	155	8	2	1	13	1	2	1	1	1	1	5	3	2	4	2	1	7	3	3	2	7	7	8	5	2	4
24	80	171	7	2	1	14	1	2	3	1	1	1	3	3	4	2	2	2	7	5	4	3	6	5	7	6	3	3
20	80	180	7	1	NA	NA	1	2	2	3	4	3	5	5	1	5	5	5	1	1	1	7	6	5	1	8	1	6
19	71	184	7	1	NA	NA	1	2	1	1	1	1	3	3	4	4	3	4	1	1	5	4	5	4	5	5	5	4
22	64	183	6	1	NA	NA	1	1	NA	2	2	1	3	4	2	3	3	2	5	5	6	7	7	6	2	7	2	6
22	74	176	5	2	1	13	1	1	NA	4	5	5	5	5	1	3	2	2	5	3	3	2	6	3	5	7	2	6
22	69	170	7	2	1	14	1	1	NA	2	3	1	1	1	5	1	1	1	8	1	4	4	5	5	6	5	4	4
23	68	178	7	1	NA	NA	1	1	NA	2	1	3	5	5	1	2	2	2	3	4	5	6	6	2	1	5	1	5
22	54	168	6	2	1	12	1	1	NA	2	2	3	5	3	1	4	3	3	8	1	2	2	6	8	8	5	1	4
20	120	183	3	1	NA	NA	1	1	NA	2	2	1	4	1	5	1	1	1	2	7	5	8	4	3	2	3	1	8
20	73	168	4	2	1	12	1	1	NA	2	2	1	4	1	4	2	1	2	4	3	4	4	4	4	5	5	4	3
20	60	186	4	1	NA	NA	1	1	NA	3	3	1	4	4	1	1	2	1	1	1	1	8	8	1	1	8	1	8
31	80	176	7	1	NA	NA	1	1	NA	2	1	1	1	1	5	4	2	2	3	3	2	5	6	4	3	5	2	6
24	83	179	8	1	NA	NA	1	1	NA	2	2	3	4	5	1	3	2	3	3	2	2	5	7	3	3	4	3	5
26	82	176	7	1	NA	NA	1	1	NA	2	1	1	5	2	4	2	2	1	3	5	4	6	5	5	3	5	3	6
21	55	171	8	1	NA	NA	2	2	2	5	5	5	5	5	1	5	4	2	4	2	3	2	1	7	7	7	7	7
20	65	172	7	2	1	13	1	1	NA	2	1	1	3	1	5	1	1	2	2	1	2	2	5	7	7	6	2	2
24	55	167	8	2	1	15	1	1	NA	2	1	1	4	2	2	2	1	1	7	5	4	4	6	5	6	6	4	2
23	63	176	5	2	1	14	1	2	1	3	3	3	4	3	2	3	3	1	7	4	3	2	6	4	4	6	4	3
21	65	178	7	1	NA	NA	1	2	2	3	2	3	5	4	1	5	4	2	2	3	4	2	3	4	3	4	4	3
49	86	180	7	1	NA	NA	1	1	NA	2	3	2	2	2	3	4	2	3	3	5	5	4	6	3	3	4	5	5
22	58	170	7	2	1	13	1	1	NA	2	1	1	4	2	2	3	2	1	3	5	5	6	4	3	3	4	5	7
20	63	165	7	2	2	13	1	2	1	1	1	1	4	4	1	4	3	3	8	3	4	4	5	6	6	6	4	3
26	66	168	7	2	2	14	2	2	1	1	4	4	4	3	3	5	5	5	6	2	2	5	7	7	7	7	3	5
24	88	193	7	1	NA	NA	1	1	NA	2	4	4	3	4	1	2	1	2	4	5	7	6	6	3	2	4	2	7
31	84	163	6	2	1	11	1	1	NA	2	3	3	3	2	2	3	2	2	3	3	3	2	3	3	3	6	3	6
44	84	182	8	1	NA	NA	1	1	NA	2	1	1	5	1	2	2	2	2	3	5	5	7	7	4	2	3	2	6
24	57	163	6	2	1	14	1	1	NA	2	1	1	3	1	5	2	1	1	5	4	3	4	5	4	4	5	4	6
23	62	173	8	2	1	13	1	1	NA	2	1	2	4	3	2	3	2	2	4	6	3	5	5	4	5	5	3	5
21	64	179	6	2	2	16	1	2	1	1	1	1	4	1	5	2	2	2	6	4	4	3	4	6	6	6	4	5
19	65	176	6	2	1	13	1	1	NA	2	1	1	2	1	3	2	1	1	5	5	4	3	4	4	5	6	5	5
18	47	159	5	2	1	16	1	2	3	1	1	1	4	3	2	2	2	2	1	8	5	1	4	3	1	8	2	8
24	60	168	6	2	1	10	1	2	1	3	5	5	4	5	1	4	4	1	3	2	1	3	8	7	4	7	3	3
22	50	167	6	2	2	11	1	1	NA	2	4	5	5	4	1	2	1	1	4	4	4	5	4	4	4	5	4	4
24	63	170	7	2	1	13	1	2	1	2	3	1	3	2	3	3	2	2	5	5	4	5	4	4	5	5	4	4
19	62	176	7	1	NA	NA	1	2	1	1	1	1	2	3	3	3	4	1	3	3	4	4	5	4	3	5	4	5
21	65	180	5	1	NA	NA	1	1	NA	2	1	1	5	1	5	2	2	2	3	2	4	5	5	6	2	3	4	4
18	56	166	5	2	1	12	1	2	1	1	1	1	2	2	2	2	2	2	7	2	2	4	5	4	6	5	2	5
22	58	165	7	2	2	13	1	1	NA	2	3	4	5	4	1	2	2	2	5	1	2	2	1	6	3	6	2	1
19	60	170	8	2	1	14	1	2	1	1	1	1	1	2	4	5	4	4	7	6	2	2	2	2	7	6	2	4
23	64	175	7	2	1	17	2	2	2	3	1	2	5	5	1	4	5	2	7	6	2	2	3	3	2	3	2	2
23	53	165	8	2	1	15	1	1	NA	2	3	2	5	3	1	2	2	1	6	5	3	2	4	5	5	6	4	6
18	66.9	182	9	1	NA	NA	2	2	2	1	2	1	5	5	1	5	4	5	1	2	2	7	7	3	1	2	3	5
19	78	185	8	1	NA	NA	1	1	NA	3	1	1	4	4	1	3	4	1	5	2	2	2	6	3	1	6	2	5
20	75	176	5	2	2	14	1	1	NA	2	1	1	2	2	4	1	1	1	2	3	2	3	2	3	2	2	2	7
18	65	164	7	2	2	12	1	2	3	1	1	1	3	3	1	4	2	1	8	8	1	1	4	6	8	8	4	1
25	57	165	7	2	1	12	1	1	NA	3	2	3	3	2	3	5	4	5	3	3	3	3	3	3	5	5	4	6
20	60	167	6	2	2	15	2	2	1	1	1	1	5	2	5	4	1	2	2	6	5	5	2	3	3	5	6	6
24	65	164	6	2	1	12	1	2	1	1	1	3	2	1	4	4	2	1	4	4	5	3	4	3	3	5	6	5
21	75	184	6	1	NA	NA	1	2	2	3	4	4	4	4	2	4	4	4	4	4	3	3	3	5	6	5	5	3
24	61	165	8	2	1	12	1	1	NA	2	1	1	5	1	2	3	3	2	7	7	4	3	2	2	3	6	5	8
20	47	158	6	2	1	12	1	1	NA	2	1	1	2	1	4	1	1	1	3	5	4	6	6	6	4	6	4	6
21	56	163	1	2	2	11	1	2	1	1	1	1	3	2	5	3	2	1	3	3	4	6	4	7	3	5	4	7
20	59	171	7	2	1	14	1	1	NA	2	1	1	3	1	4	1	2	1	4	5	3	3	5	6	7	5	3	6
25	63	166	7	2	2	12	1	1	NA	2	3	5	5	4	1	3	3	3	3	5	3	3	3	3	5	5	5	3
24	59	158	6	2	2	12	1	2	1	1	1	1	1	1	5	1	1	1	7	3	2	3	7	7	4	5	2	3
19	52	197	6	2	2	13	1	2	1	1	2	1	1	1	5	1	2	1	7	4	4	3	5	5	6	5	4	5
21	68	169	4	2	1	16	1	1	NA	2	1	1	4	3	3	3	2	2	7	2	4	3	5	6	7	6	3	2
20	70	172	7	1	NA	NA	2	2	3	2	1	1	5	4	2	4	2	1	2	6	7	7	1	2	1	5	3	6
29	68	163	7	2	1	13	1	2	1	4	4	3	4	3	1	4	2	3	2	6	2	4	3	3	4	7	2	3
20	58	184	1	1	NA	NA	1	2	1	1	1	1	4	3	3	3	2	2	3	3	5	3	3	4	5	4	5	5
21	45	158	7	2	1	13	1	1	NA	2	1	1	4	2	3	4	3	1	6	3	3	3	2	4	6	6	4	6
19	65	169	5	2	1	14	1	1	NA	2	3	2	5	3	3	1	1	1	5	3	3	2	2	2	2	6	4	6
25	75	168	4	2	2	11	1	2	3	1	1	1	5	2	4	1	1	1	8	1	1	1	8	8	8	8	1	1
24	75	164	5	2	1	11	2	2	3	1	1	1	3	2	3	2	1	1	1	3	6	7	7	4	3	5	7	7
24	80	150	7	2	2	12	1	1	NA	2	1	1	1	1	5	2	1	1	7	4	5	4	5	6	6	5	4	5
19	58	168	7	2	1	14	1	2	1	1	1	1	2	1	4	1	2	1	6	2	2	3	4	4	5	6	3	6
20	65	170	5	2	1	15	1	2	1	1	1	1	2	4	3	4	4	4	6	2	2	1	2	7	4	7	3	2
18	46	154	7	2	1	11	1	2	1	3	2	2	4	1	3	2	3	1	5	8	2	3	5	6	2	7	4	5
25	64	162	7	2	1	11	1	1	NA	2	2	2	5	5	2	4	2	3	3	2	2	2	6	2	6	6	2	2
19	59	167	5	2	2	16	1	2	1	1	1	1	1	5	4	3	1	2	6	3	3	3	5	4	6	7	3	5
24	76	183	6	1	NA	NA	1	2	1	1	3	3	5	1	2	4	3	2	7	6	2	6	4	7	1	7	8	7
28	88	185	4	1	NA	NA	1	1	NA	2	2	2	5	5	1	3	4	4	3	7	6	5	7	4	4	3	3	5
21	90	174	7	2	1	11	1	1	NA	2	1	1	3	2	4	2	2	2	6	2	3	2	3	3	5	6	3	3
22	80	198	8	1	NA	NA	1	1	NA	2	4	4	4	5	1	4	4	4	3	2	3	3	3	5	5	4	5	5
36	70	162	5	2	1	12	1	1	NA	2	4	3	4	2	1	3	2	2	8	1	1	1	8	1	8	8	1	8
22	75	170	7	1	NA	NA	1	2	1	2	3	3	4	3	2	4	2	2	3	5	4	6	3	4	3	6	4	7
23	70	172	7	2	1	14	1	2	1	2	1	1	2	3	2	5	4	2	6	6	2	2	2	1	6	5	5	5
18	55	160	5	2	1	11	1	1	NA	2	1	1	5	5	1	2	2	2	3	4	3	5	3	3	3	5	3	6
21	49	153	5	2	1	11	2	2	1	1	1	1	3	2	5	4	3	2	3	6	6	6	3	2	3	2	4	5
26	69	179	7	2	1	13	1	1	NA	2	4	5	4	5	1	3	2	1	6	4	3	2	7	7	5	6	3	3
32	105	203	7	1	NA	NA	1	1	NA	2	5	5	5	5	1	5	4	4	2	2	6	7	7	2	2	7	2	8
22	65	168	7	2	1	13	1	1	NA	2	1	1	3	1	3	2	1	1	6	5	5	4	4	5	5	5	4	6
23	52	163	7	2	NA	15	1	2	1	4	5	4	5	5	1	3	3	3	3	6	4	5	4	6	4	5	4	3
21	60	174	8	2	1	13	1	1	NA	2	1	1	4	4	2	4	3	1	4	4	4	3	6	6	5	5	4	4
23	50	153	2	2	1	16	1	2	3	1	1	1	1	1	5	1	1	1	5	2	5	4	4	5	5	5	4	5
23	65	182	6	2	1	13	1	1	NA	2	1	1	2	1	4	2	1	1	4	3	3	2	6	2	7	7	2	5
30	79	163	7	2	2	11	1	1	NA	2	3	2	4	1	4	2	2	2	7	2	2	2	6	5	4	6	3	3
23	75	185	5	1	NA	NA	1	1	NA	2	3	1	4	3	2	3	2	2	4	4	4	6	5	2	1	1	1	8
26	52	167	6	2	1	13	1	1	NA	2	4	2	3	1	3	1	1	1	5	3	3	3	2	5	3	5	4	4
28	51	168	3	2	1	10	1	1	NA	2	3	4	3	1	4	1	1	1	7	2	3	2	7	7	7	7	3	7
19	50	163	6	2	1	11	1	2	1	2	1	1	3	2	4	4	3	3	5	4	4	4	4	4	5	5	4	5
20	55	172	7	2	2	12	2	2	2	3	1	2	4	4	1	5	4	3	4	5	4	4	4	4	4	5	4	5
30	76	177	8	2	1	13	1	1	NA	2	3	4	5	3	2	3	2	2	6	2	2	2	6	7	7	2	2	7
23	65	177	8	1	NA	NA	1	1	NA	2	4	3	5	3	2	3	3	2	2	2	5	5	6	3	1	5	3	7
20	50	168	5	2	1	14	1	2	3	1	1	1	2	1	4	2	2	2	3	4	6	5	4	3	4	3	3	6
19	64	165	5	2	1	10	1	1	NA	1	1	1	5	3	5	2	1	1	5	6	3	3	5	3	5	4	4	5
22	65	178	7	1	NA	NA	2	2	2	4	5	5	4	4	2	3	2	2	2	5	3	2	4	4	3	5	2	4
23	48	157	4	2	1	14	1	1	NA	3	1	1	1	1	5	1	1	1	4	1	2	6	4	5	6	7	2	2
20	70	170	7	2	1	12	1	2	1	4	3	4	4	5	1	3	2	1	3	8	3	2	5	3	3	4	5	6
23	65	178	7	1	NA	NA	1	2	1	2	1	1	3	4	4	3	3	2	2	2	2	7	7	2	2	7	2	7
22	50	155	6	2	1	13	1	1	NA	2	1	1	3	1	4	2	1	1	5	4	4	4	4	6	5	6	3	4
20	71	178	7	1	NA	NA	1	1	NA	2	1	1	5	5	1	4	2	2	4	6	6	6	7	2	7	3	2	4
21	90	170	6	2	1	14	1	2	3	3	2	3	4	3	2	3	3	2	8	4	4	1	5	4	5	8	4	5
27	70	178	8	1	NA	NA	1	1	NA	2	3	3	5	5	1	4	2	3	2	7	4	5	5	2	2	5	3	7
23	65	155	7	2	1	13	1	1	NA	2	1	1	4	3	4	2	2	1	6	3	2	3	5	6	6	7	4	2
18	56	166	7	2	1	14	1	1	NA	2	2	3	3	4	2	5	2	3	3	4	4	2	4	2	6	6	3	6
22	52	170	5	2	1	12	1	2	1	2	2	2	1	1	5	2	2	2	8	3	3	2	5	3	8	8	3	1
18	70	168	7	2	1	13	1	2	2	4	4	4	5	4	2	4	4	3	5	4	3	4	3	3	5	5	6	5
18	60	180	7	1	NA	NA	1	2	2	1	1	1	3	3	2	4	2	2	6	7	2	3	1	2	4	6	6	3
25	95	185	8	1	NA	NA	1	1	NA	2	1	1	4	4	2	2	2	1	3	3	3	6	2	4	2	5	2	6
28	47	169	9	2	2	14	1	2	1	3	2	3	3	3	2	2	2	2	5	3	4	4	4	4	3	7	4	6
21	90	187	7	1	NA	NA	1	1	NA	2	2	1	4	2	3	5	2	5	2	4	4	6	5	3	2	6	2	7
22	56	165	8	2	1	13	1	2	1	3	3	3	4	4	1	4	4	2	3	5	4	5	3	4	3	4	6	6
23	73	176	8	2	1	11	1	2	1	3	2	3	5	4	1	2	3	2	3	4	4	3	3	5	5	4	4	5
21	51	160	6	2	1	12	1	1	NA	3	1	1	5	4	1	3	2	2	6	6	4	4	1	2	3	5	2	7
20	68	185	7	1	NA	NA	1	1	NA	2	2	1	4	3	3	2	2	2	2	3	5	5	3	3	3	5	3	6
20	84	174	7	2	1	12	1	2	1	1	1	1	4	4	2	3	2	2	3	4	4	4	4	6	3	6	4	6
22	85	165	6	2	2	11	1	1	NA	2	1	1	4	1	2	4	2	2	8	4	3	4	4	6	6	5	4	3
20	68	173	6	2	1	13	1	1	NA	3	3	2	5	2	3	3	2	2	7	2	2	4	6	7	7	6	3	7
20	52	173	7	2	1	12	1	1	NA	2	1	1	3	2	4	2	2	1	7	4	2	1	3	3	4	8	2	5
19	68	170	7	2	NA	13	1	2	3	1	1	1	2	3	5	1	2	1	4	3	2	2	5	5	5	6	4	3
23	70	182	8	1	NA	NA	1	1	NA	2	2	3	5	5	1	3	2	1	1	3	4	2	6	2	2	6	3	6
25	75	174	5	1	NA	NA	1	1	NA	2	1	1	5	4	2	2	2	2	2	6	4	5	2	5	5	4	3	3
23	90	175	7	2	2	12	1	2	1	3	5	5	5	4	4	5	4	5	7	1	3	5	4	6	5	6	4	7
22	63	172	7	2	2	15	1	1	NA	2	1	1	1	1	5	1	1	1	3	3	4	4	5	5	6	5	4	6
22	64	170	6	2	1	13	1	1	NA	2	3	5	4	3	4	2	2	1	3	5	3	2	4	4	5	6	4	6
18	58	178	3	1	NA	NA	1	1	NA	2	1	1	3	1	5	1	1	1	3	4	3	2	7	5	3	3	3	6
21	90	188	8	1	NA	NA	1	1	NA	4	4	5	2	5	1	3	2	3	3	4	2	4	5	4	3	6	1	6
19	70	186	9	1	NA	NA	1	2	1	1	1	1	5	5	3	5	5	5	3	2	2	1	7	4	4	6	6	2
19	93	183	7	1	NA	NA	1	1	NA	2	2	1	5	5	3	4	4	3	3	5	4	4	7	2	3	6	3	5
21	72	185	6	1	NA	NA	1	1	NA	2	1	1	5	2	4	3	2	2	3	3	4	2	2	3	2	2	2	5
20	55	174	8	2	1	15	1	1	NA	2	2	2	2	2	3	2	2	1	6	6	2	2	2	2	5	6	3	6
24	57	178	4	1	NA	NA	1	2	3	1	1	1	5	4	1	4	1	2	2	5	4	6	7	3	2	6	4	6
33	91	192	6	1	NA	NA	1	1	NA	2	2	2	5	4	1	3	3	2	4	3	5	4	5	5	4	5	4	4
22	63	160	7	2	1	11	1	2	1	4	3	4	5	3	1	3	4	2	7	5	3	2	5	6	6	7	5	6
28	74	185	7	1	NA	NA	1	2	1	1	1	3	5	5	2	4	2	3	5	1	4	4	5	5	1	5	4	8
27	58	160	7	2	1	12	2	1	NA	3	4	5	5	4	1	5	3	3	6	2	2	3	5	4	4	5	3	2
21	45	152	6	2	1	13	1	1	NA	2	1	1	3	1	4	2	1	1	3	7	5	3	2	2	2	4	4	7
24	52	156	7	2	1	12	1	1	NA	2	1	1	2	3	4	3	2	2	5	3	4	3	4	5	4	6	3	3
24	65	189	9	1	NA	NA	1	2	1	1	1	1	5	2	2	4	4	2	1	2	5	5	5	1	4	4	3	7
20	57	165	5	2	1	15	1	1	NA	2	3	2	4	1	3	1	1	1	7	7	4	4	3	5	2	3	3	7
27	80	176	4	1	NA	NA	1	1	NA	2	1	1	5	5	1	2	2	1	4	5	4	4	4	5	5	5	4	4
24	65	177	8	2	1	16	1	2	2	3	5	5	5	4	2	3	3	3	6	5	3	3	5	5	6	7	3	3
23	163	173	7	1	NA	NA	1	2	1	1	3	1	2	3	3	5	3	5	6	3	3	5	5	5	3	5	5	3
43	87	165	5	2	1	12	1	1	NA	2	1	1	1	1	5	1	1	1	1	8	1	8	8	6	7	8	3	5
22	80	190	7	1	NA	NA	1	2	1	2	2	2	4	4	2	3	3	2	4	4	5	5	3	3	7	4	3	4
18	75	189	7	1	NA	NA	1	2	1	1	1	1	2	3	2	3	3	2	6	6	4	5	3	4	2	6	2	6
23	68	170	7	1	NA	NA	1	1	NA	2	1	1	4	4	3	4	3	2	1	4	4	5	8	4	1	5	1	5
20	64	180	8	1	NA	NA	1	1	NA	2	3	3	4	4	2	3	3	2	2	2	2	7	8	6	2	6	7	5
21	57	163	8	2	1	12	1	1	NA	2	2	1	3	2	4	3	2	1	5	6	3	4	4	5	4	5	3	4
23	69	172	6	2	1	13	1	1	NA	2	4	3	3	3	2	2	2	2	5	4	3	3	3	5	6	6	6	7
21	60	158	3	2	2	11	4	2	3	1	1	1	5	5	2	1	1	1	3	4	3	5	4	5	4	3	4	5
21	65	160	8	2	2	13	1	2	1	2	2	2	5	4	1	3	2	1	2	2	2	1	4	8	5	8	4	7
23	62	168	7	2	1	11	1	1	NA	2	1	1	1	2	2	3	2	2	5	3	4	3	3	5	3	3	3	3
19	56	161	4	2	1	12	1	1	NA	1	1	1	4	1	5	2	1	1	4	6	2	5	6	7	2	4	7	2
18	71	170	7	2	2	12	1	2	1	1	1	1	1	1	5	2	2	2	5	5	4	5	4	4	3	3	5	5
20	53	167	6	2	2	11	4	2	3	1	1	1	1	1	4	4	2	3	3	3	3	3	5	5	6	5	4	3
27	80	186	7	1	NA	NA	1	2	1	3	4	5	5	3	1	5	5	4	5	6	2	3	6	5	1	3	3	6
20	68	178	7	2	1	15	1	1	NA	2	2	1	2	1	2	2	2	2	3	3	3	6	3	3	2	2	4	5
26	65	190	7	1	NA	NA	1	1	NA	2	2	4	5	5	1	3	2	1	4	4	4	4	4	3	3	5	3	5
23	58	176	7	2	2	12	1	2	1	1	1	1	3	1	4	2	3	2	7	3	6	7	4	6	5	4	4	7
20	61	173	6	2	1	12	1	2	2	4	3	4	5	5	1	3	3	2	6	4	3	3	6	6	5	5	3	4
20	52	165	3	2	2	12	1	2	3	1	3	2	4	3	2	3	3	2	5	2	2	2	5	5	5	5	4	3
20	62.7	167	6	2	1	11	1	1	NA	2	2	3	2	1	4	1	2	2	5	2	2	2	7	5	2	7	2	7
19	50	166	4	2	1	12	1	1	NA	2	1	1	4	2	4	2	1	1	7	4	5	3	5	5	3	5	3	7
18	52	167	6	2	2	12	1	2	1	1	1	1	4	2	3	4	3	2	6	5	3	3	3	5	7	5	3	4
24	68	176	4	1	NA	NA	1	2	1	1	2	1	3	4	4	4	3	5	4	6	4	4	5	5	2	4	4	4
22	64	163	7	2	2	13	1	1	NA	3	3	5	5	5	1	2	2	2	5	3	5	5	4	4	4	4	4	5
26	88	178	8	1	NA	NA	1	1	NA	2	5	3	5	5	1	4	2	3	4	2	3	4	6	2	3	6	3	5
31	65	168	7	2	2	14	1	1	NA	2	1	1	2	1	4	2	2	2	3	6	6	3	3	2	3	6	6	5
22	70	168	7	2	1	13	1	1	NA	2	1	1	4	1	4	3	2	1	4	3	6	2	2	1	5	5	5	6
27	51	158	6	2	1	15	1	1	NA	2	1	1	5	1	4	1	2	1	7	5	4	2	4	4	7	7	4	4
19	80	193	7	1	NA	NA	1	2	3	1	1	1	3	4	2	4	2	1	4	6	3	5	5	4	4	6	2	6
23	65	158	8	2	2	13	1	2	3	1	1	2	3	2	2	1	1	2	5	2	3	4	5	6	7	5	4	5
19	48	162	6	2	1	16	1	2	3	1	1	1	4	5	5	4	4	5	3	3	3	6	5	4	3	4	4	5
52	54	160	8	2	2	12	1	2	3	2	4	4	4	4	4	2	2	1	8	1	1	4	5	6	5	5	4	4
21	71	172	6	2	1	12	1	2	1	2	1	1	1	3	1	3	2	1	7	2	2	2	7	7	7	7	2	8
20	94	162	7	2	2	13	1	2	2	3	1	2	5	5	1	5	5	5	3	5	4	2	2	3	3	6	3	2
24	55	168	6	2	1	13.5	1	1	NA	3	1	2	3	1	2	2	2	3	5	4	2	3	2	6	5	6	4	5
24	68	175	7	2	1	14	1	1	NA	2	1	1	2	2	4	1	1	1	5	4	4	4	5	5	5	5	4	5
18	71	185	2	1	NA	NA	4	2	3	1	1	1	4	1	5	3	1	1	4	6	4	4	5	3	3	4	5	5
22	70	180	7	2	2	14	1	2	1	2	1	2	3	2	5	2	2	2	5	4	2	2	5	4	5	6	2	4
25	70	168	7	2	1	12	1	1	NA	2	3	4	4	5	2	2	2	1	5	5	3	4	4	3	3	6	2	6
23	77	170	4	2	1	12	1	1	NA	3	2	3	5	4	2	2	2	2	3	5	5	3	4	3	3	3	4	5
22	65	170	6	1	NA	NA	1	2	1	1	2	1	4	4	2	4	4	4	6	6	3	4	3	5	6	5	4	4
23	80	169	5	2	1	16	2	1	NA	2	1	1	5	1	4	2	2	2	5	3	3	3	4	6	5	5	3	5
20	110	179	2	2	1	11	2	2	1	1	1	2	2	1	4	3	2	1	3	2	5	6	2	3	5	6	6	6
28	70	163	6	2	1	10	2	2	3	1	3	3	4	2	3	2	2	2	6	3	2	5	4	2	5	6	4	5
26	70	165	5	2	1	12	1	1	NA	2	4	2	4	1	2	1	1	1	1	4	3	1	8	2	4	6	1	5
21	65	167	7	2	1	14	1	2	2	4	4	4	5	4	1	3	3	2	6	5	4	6	4	4	3	3	5	5
