age	weight	height	attr	sex	horm	mearche	hetero	steady	looking	number_sex1	number_sex2	number_sex3	SOI1	SOI2	SOI3	SOI4	SOI5	SOI6	scan1	scan2	scan3	scan4	scan5	scan6	scan7	scan8	scan9	scan10
23	51	167	7	2	1	13	1	2	3	2	2	1	4	2	2	2	2	1	6	4	4	4	4	5	3	6	3	6
18	65	171	6	2	1	12	1	2	1	1	1	1	2	2	2	3	2	1	6	4	3	3	5	3	5	6	3	6
21	54	158	4	2	2	16	1	2	3	1	1	1	1	1	5	1	1	1	7	4	3	4	5	5	5	5	4	4
22	66	176	8	2	1	13	1	1	NA	2	1	2	4	3	2	2	2	2	6	2	3	3	6	6	6	6	2	4
26	68	172	8	2	1	13	1	1	NA	2	5	4	3	1	2	3	2	2	6	3	3	2	5	7	6	6	4	2
21	70	176	8	1	NA	NA	1	1	NA	2	1	1	5	4	2	4	3	3	5	3	3	2	6	2	5	6	3	3
18	52	165	7	2	1	14	1	2	1	3	2	3	5	2	2	4	4	1	7	5	4	4	4	3	4	6	3	6
28	73	173	6	2	1	14	1	2	3	1	1	1	3	1	5	2	1	2	4	5	4	3	4	4	4	5	4	5
28	83	175	6	1	NA	NA	2	2	2	1	3	3	5	5	1	5	5	5	1	1	1	1	8	8	8	1	8	1
28	47	165	6	2	1	13	1	1	NA	2	1	1	2	1	5	2	1	1	4	5	3	4	4	4	5	5	4	5
39	60	160	7	2	2	12	1	1	NA	2	4	4	4	4	2	4	2	2	8	2	1	4	7	6	7	7	4	1
19	76	196	6	1	NA	NA	3	2	1	1	1	1	4	2	2	4	3	4	5	4	3	3	3	6	7	5	8	4
25	85	194	8	1	NA	NA	2	1	NA	4	5	5	5	5	1	5	4	3	1	7	1	4	2	7	1	3	6	1
36	68	189	7	2	1	12	1	1	NA	3	2	2	3	1	4	2	1	2	2	5	5	4	4	4	5	4	4	5
21	52	172	6	1	NA	NA	1	2	1	1	1	1	4	3	1	5	5	5	5	6	3	4	3	5	6	3	5	4
22	70	181	7	1	NA	NA	1	2	1	2	3	1	2	2	4	4	4	2	2	7	7	7	7	1	8	7	1	2
22	65	173	7	2	1	13	1	1	NA	3	5	4	5	5	1	4	2	2	4	2	4	5	2	3	4	4	4	2
23	60	156	6	2	2	13	1	1	NA	3	2	2	3	4	2	5	2	2	3	4	5	3	3	2	5	6	2	7
27	60	169	5	2	2	11	1	1	NA	5	3	5	5	4	1	3	4	1	6	6	6	6	7	3	3	7	4	4
19	75	179	7	1	NA	NA	1	2	2	3	2	3	5	5	1	4	3	2	4	1	7	7	3	6	3	3	6	6
26	63	178	8	1	NA	NA	1	2	1	2	3	3	3	4	3	4	4	4	2	4	4	4	4	5	4	6	5	3
25	65	164	7	2	1	11	1	1	NA	3	2	3	4	4	2	3	2	2	6	4	4	3	4	4	4	4	3	6
19	59	170	7	2	1	12	1	2	2	3	3	3	5	5	2	5	4	3	1	3	3	1	4	4	6	7	4	5
26	58	168	7	2	2	13	1	1	NA	2	3	4	5	4	2	2	2	1	4	5	5	3	5	5	4	5	4	5
21	60	163	7	2	1	12	1	1	NA	2	1	1	4	2	3	2	2	1	8	1	1	3	6	2	7	5	3	4
18	60	163	7	2	1	13	1	2	1	1	1	1	3	2	4	2	2	1	7	2	3	2	2	6	4	6	3	5
56	98	170	6	1	NA	NA	1	1	NA	2	1	3	3	3	2	3	2	3	3	7	4	4	3	5	2	1	5	4
25	62	169	6	2	1	12	1	1	NA	2	1	1	3	2	4	3	2	3	7	4	4	3	4	6	6	5	4	3
21	48	157	6	2	2	12	2	2	1	1	1	1	4	3	2	4	4	2	2	5	3	4	3	6	3	6	3	5
22	67	170	7	2	1	12	1	1	NA	2	3	1	4	1	3	2	2	1	1	2	2	8	8	5	1	8	1	8
32	70	180	6	1	NA	NA	1	2	1	3	5	5	1	5	3	4	4	3	1	6	4	3	3	5	2	7	4	7
22	53	161	5	2	2	13	4	2	1	1	1	1	3	1	4	3	2	2	5	3	2	5	5	5	4	4	3	5
23	78	195	7	1	NA	NA	1	1	NA	2	2	3	4	5	3	5	2	4	3	3	5	6	3	5	3	5	3	5
29	72	175	8	1	NA	NA	1	1	NA	2	1	2	5	5	3	4	2	4	1	5	5	4	8	4	1	1	5	5
26	77	164	6	2	1	16	1	1	NA	2	1	1	4	2	5	2	1	1	2	4	4	4	5	5	4	5	4	2
21	53	166	6	2	1	13	1	2	1	3	3	3	4	2	2	3	3	2	6	3	3	3	5	6	5	5	2	5
24	65	169	6	2	2	13	2	2	2	5	5	5	5	5	1	5	4	3	2	5	1	1	4	3	5	8	1	3
22	63	173	5	1	NA	NA	1	2	3	1	1	1	3	4	3	4	2	3	3	6	4	3	3	2	2	5	7	6
25	80	173	5	2	1	12	1	1	NA	2	3	3	5	3	2	4	2	4	2	3	1	1	2	7	4	4	2	3
20	80	165	6	2	2	14	1	2	3	1	1	1	1	1	5	1	1	2	2	4	4	3	6	8	6	7	4	8
20	65	157	7	2	1	13	1	2	2	1	1	1	5	3	2	3	3	2	5	6	3	2	4	5	5	6	5	6
20	75	168	6	2	1	13	3	2	3	1	1	1	4	2	5	1	1	1	2	5	4	2	4	4	2	2	4	5
21	55	161	8	2	1	14	1	2	2	4	3	4	4	4	2	3	3	2	5	4	5	4	3	6	3	6	4	5
28	53	165	9	2	2	14	1	1	NA	2	1	1	5	3	2	4	2	3	4	2	1	2	5	8	7	8	2	5
20	76	187	6	1	NA	NA	1	1	NA	3	3	3	4	4	1	4	3	1	3	2	2	2	7	2	2	6	7	7
19	60	177	7	2	1	14	1	2	1	1	1	1	4	5	2	4	2	2	6	3	3	3	3	3	6	7	3	6
18	69	172	6	2	2	13	1	2	1	1	1	1	4	3	3	3	2	3	2	6	3	3	4	2	2	5	4	6
22	45	158	7	2	2	12	1	2	1	2	1	1	2	1	3	3	2	1	5	1	1	1	5	7	5	6	4	3
27	47	165	8	2	NA	13	2	2	1	1	3	3	4	3	4	4	2	2	4	2	3	2	5	6	7	6	3	3
22	65	165	6	2	1	13	1	2	2	4	1	3	3	4	3	4	3	1	3	3	2	2	6	8	8	5	4	6
19	71	183	5	2	2	15	1	2	1	1	1	1	2	1	4	2	2	1	7	1	2	1	7	7	7	7	3	2
23	60	168	7	2	1	13	1	1	NA	2	1	1	3	2	2	3	2	3	5	3	2	3	7	5	6	6	1	5
20	62	163	8	2	2	11	1	2	1	1	1	1	5	4	5	4	3	1	5	3	2	4	6	5	7	5	3	7
21	47	170	8	2	1	14	1	2	1	1	1	1	4	3	2	1	1	1	2	4	3	2	3	5	6	6	2	3
21	65	180	5	1	NA	NA	1	1	NA	2	3	3	4	4	2	3	2	2	3	3	4	4	4	4	4	5	4	4
71	85	178	7	1	NA	NA	1	1	NA	2	3	3	4	4	1	2	2	2	1	1	1	5	6	2	1	7	1	7
20	75	188	5	1	NA	NA	1	2	3	1	1	1	4	3	2	2	2	1	2	1	4	6	3	3	2	3	2	7
23	60	175	7	1	NA	NA	1	1	NA	2	4	3	2	1	2	3	2	3	2	5	5	6	6	3	1	3	3	5
23	60	168	7	2	2	16	1	2	3	1	2	3	4	4	2	3	3	3	4	4	4	3	3	5	5	5	3	6
31	73	173	7	1	NA	NA	3	1	NA	2	4	5	1	4	1	4	4	4	6	4	5	3	3	8	8	5	8	2
27	63	196	7	1	NA	NA	1	1	NA	2	1	1	5	5	1	4	2	2	5	3	5	4	4	4	4	5	4	5
25	73	170	7	2	1	16	1	1	NA	2	4	4	5	5	1	2	2	1	6	1	3	5	4	3	6	5	5	2
26	54	168	7	2	1	15	1	1	NA	2	1	1	5	2	2	2	2	2	5	4	3	3	4	5	6	6	5	7
29	58	160	7	2	2	12	1	1	NA	2	4	4	5	4	1	4	3	2	5	4	3	3	5	5	6	7	5	5
34	61	164	6	2	1	15	1	1	NA	2	4	5	5	4	2	3	2	1	7	4	3	3	3	5	6	6	3	5
22	53	168	6	2	1	11	1	1	NA	2	1	1	2	1	4	1	1	1	5	2	3	2	5	4	3	4	3	6
32	77	164	6	2	2	11	1	2	1	1	2	1	1	1	5	3	2	4	6	6	4	2	2	2	2	6	4	6
21	56	174	8	2	1	11	1	2	1	1	1	1	3	2	1	4	3	2	6	4	4	3	4	4	4	6	3	5
23	64	157	5	2	1	11	1	2	3	1	1	1	4	1	5	2	2	1	2	5	4	4	4	3	4	2	5	7
23	70.9	184	7	1	NA	NA	1	1	NA	2	1	1	2	1	5	4	4	4	3	6	4	4	5	3	3	6	2	6
18	86	176	7	2	2	12	2	1	NA	2	1	1	4	3	2	2	1	2	7	3	3	4	4	6	5	3	2	3
23	51	155	7	2	1	13	1	1	NA	2	4	4	3	3	3	2	2	2	4	5	4	5	4	4	5	5	4	5
20	58	163	7	2	1	13	1	1	NA	3	1	1	3	2	3	2	2	1	3	4	2	3	4	4	6	7	3	7
28	65	170	7	2	1	13	1	1	NA	2	2	2	4	3	2	3	2	2	4	2	3	2	5	6	6	6	3	1
24	77	173	7	1	NA	NA	1	1	NA	2	2	1	5	2	2	2	2	3	3	7	4	5	4	2	1	5	3	8
24	67	168	7	2	1	13	1	1	NA	2	2	2	3	1	2	1	1	1	6	4	3	3	5	4	6	5	3	3
22	105	172	4	2	2	13	1	2	1	1	1	1	2	1	3	2	2	2	6	2	1	2	7	7	6	7	1	4
41	69	167	9	1	NA	NA	1	1	NA	3	3	4	1	1	4	2	2	2	2	2	2	2	2	2	2	2	2	2
22	51	164	8	2	2	12	1	2	3	3	1	3	4	2	3	4	4	2	5	5	4	4	4	3	6	5	3	5
22	54	172	8	2	2	13	1	1	NA	2	3	1	4	3	4	2	2	1	2	4	3	4	4	3	2	6	2	7
23	75	165	3	2	1	12	1	1	NA	2	1	2	3	3	3	2	2	2	2	7	8	7	2	2	7	8	3	7
21	75	179	7	1	NA	NA	1	2	3	1	1	1	3	2	4	3	2	2	3	5	4	6	5	2	4	5	3	5
19	58	173	7	2	1	12	4	2	3	1	1	1	3	1	5	1	1	1	4	4	3	3	4	5	5	5	4	5
18	56	158	6	2	1	13	1	2	1	1	1	1	2	1	5	4	3	3	2	5	2	2	6	3	5	6	4	6
23	52	160	6	2	1	12	1	2	1	4	3	3	3	2	4	2	2	1	6	2	4	5	2	5	2	6	3	5
24	65	170	7	1	NA	NA	1	1	NA	2	1	1	1	1	5	4	3	3	4	6	4	5	5	4	4	6	4	3
22	69	175	6	1	NA	NA	1	2	3	1	1	1	2	2	4	3	3	3	4	6	6	7	3	5	3	6	2	6
21	68	168	7	2	1	13	1	2	3	3	3	3	3	3	2	4	3	4	2	2	2	2	2	5	3	4	3	6
20	75	162	6	2	1	12	1	2	1	2	4	4	5	5	1	3	2	2	3	2	2	7	2	2	7	6	5	8
18	75	185	4	1	NA	NA	1	2	1	1	1	1	3	3	1	5	1	4	2	2	3	4	6	5	2	3	1	5
23	70	192	7	1	NA	NA	1	1	NA	2	3	3	5	5	1	5	3	2	3	6	3	3	6	6	4	6	3	3
21	62	168	6	2	1	13	1	1	NA	2	1	2	5	4	1	2	2	1	8	3	5	2	2	4	6	5	4	3
23	51	173	7	2	2	11	2	1	NA	2	4	2	4	4	2	3	2	2	8	1	1	1	1	8	8	8	1	1
23	58	169	7	2	2	12	3	1	NA	2	1	1	4	4	2	4	3	2	6	4	3	3	4	4	4	3	5	4
22	76	170	6	2	1	11	1	1	NA	2	1	1	4	2	4	2	2	2	6	2	3	3	3	4	4	5	5	4
37	75	168	7	2	1	14	1	1	NA	2	1	1	3	2	1	2	2	1	4	7	2	3	6	1	1	5	1	3
39	70	157	6	2	2	12	1	2	1	2	1	1	4	1	4	2	2	1	6	3	3	3	4	4	6	6	4	5
18	75	185	8	1	NA	NA	1	2	1	1	1	1	2	2	3	3	2	3	4	5	4	5	5	4	4	5	4	5
25	52	167	7	2	2	11	1	2	3	2	1	2	4	1	2	3	2	2	3	3	3	4	3	5	6	5	3	4
24	80	174	6	2	2	13	1	2	1	1	1	1	4	2	4	3	1	2	5	3	3	4	5	4	6	4	3	3
25	54	173	7	2	2	14	1	2	1	1	1	1	4	2	3	3	1	3	5	3	2	2	6	7	8	6	4	3
25	66	177	7	2	1	13	1	2	1	3	2	2	4	4	1	3	3	2	4	6	6	2	2	6	2	6	4	7
20	50	158	7	2	1	10	1	2	2	3	1	2	3	3	1	2	3	1	5	3	5	4	3	3	6	6	3	8
19	68	182	7	1	NA	NA	3	1	NA	2	1	1	4	2	2	4	2	4	3	2	4	5	2	6	7	7	3	2
25	70	171	7	2	1	13	1	1	NA	2	1	1	5	5	3	2	1	1	2	2	2	3	5	7	5	6	4	2
20	55	165	7	2	1	16	1	2	1	2	1	1	2	1	5	2	3	1	4	3	3	3	6	4	4	5	5	5
30	68	172	6	1	NA	NA	1	2	1	4	4	4	5	4	2	5	5	5	4	3	4	5	5	4	4	5	4	5
19	73	176	6	2	1	12	1	2	3	1	2	1	5	2	4	1	2	1	4	5	4	4	4	4	5	5	4	4
24	86	165	5	2	2	11	1	2	3	1	1	1	1	1	4	5	3	1	7	2	4	4	4	5	4	6	4	3
31	72	170	7	2	2	12	1	2	1	2	3	5	5	5	1	4	2	2	6	3	3	3	5	3	6	6	3	5
19	118	182	4	1	NA	NA	2	2	1	1	1	1	4	3	1	3	3	4	8	5	4	1	5	1	5	8	1	1
22	81	190	8	1	NA	NA	3	2	3	4	4	5	3	3	5	4	4	4	3	3	2	2	3	5	6	5	6	1
23	67	167	6	2	1	13	1	2	3	1	1	1	5	1	5	2	2	1	5	4	2	2	3	5	6	5	3	2
23	57	171	6	2	1	15	1	1	NA	2	3	1	4	2	3	2	2	2	2	2	1	1	1	4	2	7	2	5
21	60	174	7	2	1	16	1	1	NA	3	3	2	4	4	3	2	2	2	2	4	3	6	3	3	3	3	4	6
23	52	162	7	2	1	13	1	1	NA	2	3	1	3	2	4	1	1	1	3	1	1	1	5	7	5	7	4	5
20	72	184	7	1	NA	NA	1	2	1	1	2	1	2	1	4	4	1	1	5	2	3	4	3	2	4	5	1	2
21	54	167	7	2	2	16	1	2	3	1	1	2	5	5	1	4	4	4	4	4	2	2	3	4	5	4	3	6
33	77	175	7	1	NA	NA	1	2	2	5	5	5	4	2	2	3	2	3	2	6	2	7	2	2	1	4	5	5
47	58	158	8	2	2	11	3	1	NA	2	1	1	3	3	2	2	2	2	4	5	5	5	4	5	4	5	5	5
57	74	175	5	2	2	15	1	1	NA	2	1	2	4	2	3	2	2	2	8	1	1	4	5	4	1	8	4	8
28	59	160	8	2	1	12	2	1	NA	2	5	5	5	4	2	2	3	1	2	5	3	2	6	4	7	7	4	4
29	62	166	7	2	2	11	1	1	NA	2	2	1	3	4	3	4	3	2	6	5	3	5	6	6	6	6	3	4
19	71	156	6	2	1	14	1	2	1	3	1	2	3	2	4	1	1	1	6	4	3	2	5	6	6	6	4	6
29	70	189	8	1	NA	NA	1	1	NA	2	3	3	5	5	1	5	3	4	3	3	5	2	6	2	7	7	4	8
20	60	175	7	2	1	14	1	2	3	2	2	2	3	2	2	2	2	2	4	3	5	4	3	3	6	6	3	6
23	59	180	8	2	1	15	1	1	NA	2	1	1	5	2	3	2	2	2	7	4	5	3	4	5	5	5	4	4
23	59	162	5	2	1	12	1	2	3	2	2	1	5	1	4	2	2	2	1	5	4	4	5	4	5	5	4	1
18	69	182	6	1	NA	NA	2	2	2	1	2	2	5	4	1	3	3	2	2	7	6	7	3	2	1	7	2	7
24	70	168.5	5	2	1	14	1	1	NA	2	1	1	4	4	3	2	2	2	4	5	4	4	4	4	5	5	4	4
20	69	169	7	2	1	14	1	1	NA	2	3	3	4	5	2	2	3	1	4	8	1	1	1	1	6	5	5	6
23	60	173	7	2	1	11	1	1	NA	2	1	1	1	1	3	3	2	2	4	4	4	5	3	5	5	5	4	5
49	54	166	6	2	1	17	1	2	3	1	2	1	4	1	3	2	2	2	1	3	4	5	2	3	2	5	3	6
19	56	175	8	2	2	12	1	2	1	1	1	1	5	4	3	2	1	1	3	3	3	3	6	3	5	5	4	3
18	76	182	5	2	1	12	1	2	3	2	3	3	4	1	2	2	2	1	4	5	5	4	6	4	5	3	3	5
22	74	171	7	2	2	13	1	2	1	2	1	2	4	4	3	4	4	4	5	2	2	3	5	6	5	5	4	3
19	63	173	7	2	2	11	1	2	1	2	3	3	5	3	3	4	3	1	4	8	5	5	4	4	4	3	4	4
32	55	160	8	2	1	11	1	1	NA	2	3	5	4	3	1	2	1	2	7	3	5	6	5	6	5	5	4	4
23	76	193	7	1	NA	NA	1	1	NA	2	2	1	2	3	3	4	2	3	3	2	3	6	7	4	2	3	2	4
27	54	172	7	2	1	13	1	1	NA	2	1	1	5	3	2	2	2	2	4	3	2	1	7	6	4	8	3	2
21	50	155	6	2	1	16	1	1	NA	2	1	1	2	2	4	1	2	1	4	6	5	7	3	2	3	6	5	7
25	49	165	7	2	1	15	1	2	3	2	1	1	4	2	5	2	3	1	3	5	5	5	2	2	2	6	5	5
40	84	188	6	1	NA	NA	1	2	3	3	1	3	2	2	2	3	4	1	1	6	2	5	7	3	2	6	2	4
24	78	177	6	2	1	13	1	2	1	2	3	3	3	3	3	3	2	1	3	5	3	2	4	4	6	6	4	5
28	65	170	6	2	1	14	1	1	NA	3	3	3	5	2	3	2	1	1	8	4	5	2	5	6	7	8	4	7
20	82	180	6	1	NA	NA	1	2	2	2	2	2	4	3	2	3	3	2	2	5	3	3	5	3	2	6	3	5
21	58	160	6	2	1	13	1	1	NA	2	1	1	5	3	3	3	3	4	7	4	4	3	3	3	6	5	3	6
21	70	182	7	1	NA	NA	1	1	NA	3	1	3	5	4	1	2	1	2	4	3	1	2	7	2	3	5	2	5
24	75	173	7	1	NA	NA	3	1	NA	2	2	1	2	2	3	2	2	1	7	1	2	3	4	6	7	5	6	2
24	69	180	7	1	NA	NA	1	1	NA	4	4	4	4	3	1	3	3	2	2	3	2	4	3	7	6	7	6	6
40	70	170	7	2	NA	12	1	2	1	3	5	5	5	5	1	4	4	4	7	4	4	2	5	6	7	8	2	2
30	60	171	7	2	1	14	1	1	NA	2	5	5	5	5	1	2	2	1	5	3	3	3	5	6	5	6	4	4
22	64	174	5	2	1	14	1	1	NA	2	4	2	4	4	2	3	2	2	4	5	4	5	4	5	4	4	4	5
22	57	174	6	2	2	14	1	2	3	2	2	1	4	2	4	2	2	2	4	4	4	4	4	4	5	5	4	5
27	51	158	6	2	1	14	1	1	NA	1	1	1	4	4	2	2	1	1	3	2	4	3	5	6	7	5	4	8
27	80	192	7	1	NA	NA	4	1	NA	2	1	1	1	5	1	4	3	2	6	4	3	5	2	6	3	6	6	2
18	76	185	8	1	NA	NA	1	1	NA	4	2	3	5	3	1	4	3	3	2	3	4	5	5	4	4	6	3	6
23	64	165	6	2	2	12	1	1	NA	2	1	1	2	1	3	1	2	1	6	2	2	2	6	6	6	6	2	2
18	67	171	5	2	1	10	1	1	NA	3	4	4	5	5	2	1	2	1	3	4	3	4	5	4	3	5	4	5
20	65	165	7	2	1	13	1	2	1	1	1	1	4	3	2	3	2	2	3	3	5	5	4	5	5	6	5	5
22	78	193	6	1	NA	NA	1	1	NA	2	1	1	5	3	2	3	3	2	3	2	3	4	6	5	4	2	3	7
22	90	170	7	2	1	13	1	2	2	1	1	1	2	4	4	2	3	3	4	6	2	2	7	3	4	7	5	4
19	91	188	7	1	NA	NA	1	2	2	2	1	2	5	5	3	5	4	3	2	4	2	5	7	4	3	5	6	6
24	45	165	7	2	2	16	3	1	NA	3	2	2	4	3	2	2	2	2	5	6	5	4	4	4	4	5	4	5
25	65	170	7	1	NA	NA	1	1	NA	2	4	5	4	4	1	3	2	2	2	3	4	3	6	2	2	6	2	4
26	62	169	8	2	2	12	1	1	NA	2	1	3	2	1	2	2	2	1	7	3	4	2	5	5	5	7	3	3
25	77	178	6	1	NA	NA	1	1	NA	2	1	1	4	3	2	2	1	2	1	1	8	4	6	2	4	6	1	5
60	76	176	5	1	NA	NA	1	1	NA	2	1	1	3	1	4	2	2	2	4	5	5	6	3	4	3	3	4	6
27	69	170	8	2	2	13	1	1	NA	2	1	1	5	3	4	2	2	1	5	1	2	2	2	2	5	6	3	3
19	63.5	182	6	1	NA	NA	1	2	1	1	1	1	4	3	2	4	4	4	4	4	3	4	4	5	2	5	5	4
20	130	192	2	1	NA	NA	1	1	NA	2	1	1	5	5	1	5	2	2	3	3	4	4	6	2	3	2	3	7
21	55	167	6	2	2	12	1	2	3	1	1	1	3	1	5	3	1	1	4	3	4	4	3	3	6	5	4	4
31	60	170	7	2	2	13	1	1	NA	2	3	3	5	5	1	2	3	2	3	4	3	3	4	4	7	5	4	5
24	65	180	7	1	NA	NA	3	1	NA	4	2	4	5	5	2	1	1	1	6	4	4	4	3	5	6	6	6	3
26	75	190	7	1	NA	NA	1	1	NA	2	1	1	1	1	5	1	1	1	3	3	6	3	3	6	3	6	2	2
40	70	170	8	2	2	14	1	1	NA	2	3	3	5	2	1	3	2	3	2	7	5	7	2	2	2	2	7	6
26	65	170	6	2	2	14	3	2	1	3	2	2	5	4	2	1	2	2	4	5	4	5	4	4	3	3	5	5
21	59	167	7	2	1	13	1	2	3	1	2	2	3	2	4	3	2	2	5	5	3	3	3	3	3	2	5	6
22	80	187	7	1	NA	NA	1	1	NA	2	2	1	5	4	2	4	3	1	3	4	4	5	5	4	4	3	4	6
24	70	187	6	1	NA	NA	2	2	3	1	1	1	5	3	2	4	2	2	3	5	4	3	6	3	3	5	2	2
20	55	163	7	2	1	12	1	2	1	3	3	4	5	4	2	5	3	2	3	2	5	3	4	6	7	5	4	6
24	70	180	7	1	NA	NA	1	1	NA	2	4	3	3	4	1	3	2	3	3	6	5	4	5	5	3	4	4	7
19	70	175	6	2	1	14	1	1	NA	2	2	1	4	3	2	2	2	2	3	4	2	5	3	3	2	6	4	7
20	74	180	7	1	NA	NA	2	1	NA	2	4	4	4	4	1	4	3	4	3	4	2	5	4	3	7	5	5	3
24	62	161	7	2	1	11	1	1	NA	2	3	3	4	3	2	4	1	1	5	4	4	3	4	6	4	5	3	5
22	54	170	6	2	1	13	1	2	1	1	2	2	4	3	2	5	3	2	5	5	4	4	4	5	5	5	4	5
21	51	156	5	2	2	12	1	2	1	1	1	1	1	2	5	3	2	1	4	2	2	3	3	2	3	7	4	7
29	69	182	7	2	1	14	1	1	NA	2	4	5	4	4	2	2	1	2	7	4	4	4	6	6	6	5	4	3
43	85	185	7	1	NA	NA	1	1	NA	2	5	5	5	5	1	2	2	2	1	1	1	1	1	1	1	1	1	1
23	70	173	8	2	1	14	1	1	NA	2	1	1	2	1	5	2	2	1	5	6	5	3	4	3	5	6	4	7
23	76	170	7	2	1	12	1	1	NA	2	1	1	2	1	2	2	2	1	2	5	3	7	6	5	4	6	4	2
19	125	197	6	1	NA	NA	1	1	NA	3	3	1	1	1	5	2	2	2	2	6	3	3	7	7	8	8	8	6
20	71	181	6	1	NA	NA	1	2	1	1	2	1	4	4	1	4	3	2	2	3	3	6	7	4	2	4	3	6
22	62	173	7	2	2	15	1	2	3	1	1	1	2	1	3	2	2	1	6	4	2	1	6	6	5	6	3	2
22	69	189	8	1	NA	NA	1	1	NA	2	1	1	4	4	2	2	2	2	5	6	5	5	5	4	4	5	6	3
23	88	189	7	1	NA	NA	1	1	NA	2	1	1	4	4	2	4	2	4	4	3	3	6	6	6	3	6	4	3
23	65	167	7	2	1	12	1	1	NA	2	1	1	1	1	4	2	2	2	2	7	7	5	4	5	4	4	3	5
19	68	167	5	2	1	12	2	1	NA	4	3	3	5	3	1	4	2	2	5	3	4	4	6	7	5	6	4	5
20	57	168	5	2	1	16	1	2	1	1	1	1	3	3	4	4	2	2	5	3	3	2	2	5	4	4	4	6
24	82	189	7	1	NA	NA	1	1	NA	2	2	3	5	4	3	3	3	3	3	3	6	2	4	3	2	7	2	5
20	48	162	8	2	1	15	1	1	NA	2	1	1	5	5	2	2	2	1	6	4	3	3	1	5	3	6	4	2
20	61	172	6	2	1	11	1	2	1	1	1	1	5	5	3	2	2	2	3	5	3	3	6	4	4	5	5	6
24	75	180	6	2	1	12	1	2	1	1	4	3	3	3	2	3	3	2	6	4	3	5	6	6	5	5	4	5
22	53	160	7	2	1	12	1	2	1	2	1	2	2	1	4	3	2	1	3	5	5	7	4	2	2	7	4	6
20	100	182	5	2	2	14	1	2	1	1	1	1	3	2	3	3	2	1	6	3	3	5	6	4	3	5	3	6
28	55	169	6	2	2	14	1	1	NA	2	1	1	3	2	4	1	1	1	3	2	4	4	5	4	6	6	3	4
24	100	187	4	2	2	17	1	1	NA	2	2	1	4	5	1	3	2	2	6	3	3	3	5	3	3	5	4	6
21	70	172	6	2	2	13	1	2	3	1	1	1	3	3	2	2	2	2	4	5	3	3	5	3	3	5	3	3
28	78	178	6	1	NA	NA	1	1	NA	2	4	4	5	5	1	4	3	3	4	7	4	5	5	3	3	2	6	5
24	52	174	7	2	1	14	1	1	NA	2	1	1	4	3	3	2	1	1	2	5	4	4	6	7	6	7	2	7
25	97	185	6	1	NA	NA	1	1	NA	2	3	4	5	5	2	4	3	3	4	3	6	5	7	2	4	4	4	6
28	82	166	7	2	2	12	1	1	NA	2	4	4	5	5	1	2	2	1	1	1	1	8	8	1	1	8	1	8
23	60	178	7	1	NA	NA	1	1	NA	2	1	1	4	2	4	2	2	2	4	5	5	5	5	4	3	6	4	5
26	63	178	6	2	1	14	1	1	NA	2	1	1	4	2	4	2	2	2	7	3	4	3	7	6	3	5	3	4
22	60	169	7	2	1	12	1	1	NA	3	1	2	3	1	1	1	1	2	6	4	4	4	4	5	5	5	4	5
19	56	170	4	2	1	15	4	2	1	1	1	1	3	2	4	2	1	1	7	3	2	1	7	5	8	8	2	4
20	58	179	8	2	1	13	1	2	1	5	4	4	4	5	1	4	4	4	8	5	3	4	3	4	6	4	3	7
28	62	168	5	2	1	13	2	1	NA	2	1	1	5	2	2	2	2	2	3	6	6	3	3	3	3	3	6	6
20	50	172	7	2	2	11	1	1	NA	2	1	1	3	2	3	3	2	2	8	1	1	1	1	8	5	5	4	4
23	85	165	8	2	1	11	1	2	1	1	1	1	5	4	1	4	4	2	4	4	3	5	6	3	6	5	3	6
19	60	173	6	2	1	11	1	2	1	1	1	1	5	3	3	2	2	2	3	7	2	2	4	6	3	7	3	5
18	70	185	4	1	NA	NA	1	2	1	2	1	1	4	2	2	2	1	1	2	3	5	4	3	6	6	6	2	6
18	66	169	4	2	1	13	1	2	1	1	1	1	3	2	2	2	2	2	4	5	4	1	4	1	5	5	4	4
22	48	163	8	2	2	12	2	2	3	1	1	1	5	1	3	4	3	2	1	4	5	3	4	4	3	7	4	5
22	55	167	6	2	1	14	1	2	1	1	1	1	5	3	4	3	4	2	2	3	4	3	4	4	3	4	4	6
37	61	164	7	2	1	14	1	1	NA	2	1	1	1	1	2	1	1	1	4	4	4	4	4	2	4	5	4	5
20	70	172	5	2	1	12	1	2	1	1	2	1	3	1	3	3	1	2	5	3	4	3	4	3	5	5	3	3
25	87	183	7	1	NA	NA	1	1	NA	2	3	3	4	4	2	3	3	3	2	4	3	4	4	5	5	4	4	5
20	97	197	3	1	NA	NA	1	2	3	1	1	1	2	2	3	4	1	1	1	6	4	6	7	2	1	4	2	8
35	68	164	7	2	1	12	1	1	NA	2	1	1	3	2	2	3	2	3	3	4	4	6	4	4	2	6	5	3
23	62	170	5	2	1	12	1	1	NA	2	1	1	4	2	2	2	1	1	5	6	6	6	3	3	3	2	6	6
31	70	172	10	2	1	13	1	2	1	5	5	5	4	4	2	5	4	5	5	7	2	2	7	7	6	7	3	1
27	62	162	6	2	1	12	1	1	NA	2	1	1	4	2	4	2	2	3	6	3	3	3	3	3	3	6	3	6
27	75	172	4	1	NA	NA	1	2	1	3	1	3	1	5	1	5	4	5	5	4	4	3	6	3	3	6	7	3
